k,trial,seed,ALG,ALG_set_size,ALG_best_tau,ALG_n_thresholds,ALG_runtime_ms,OPT,OPT_set_size,OPT_iters,OPT_gap,OPT_runtime_ms,ratio,ALG_le_OPT
1,84,20260310,20.942195096073117,1,20.942195096073117,1,11.948800180107355,20.942195096073117,1,1,0.0,0.4865999799221754,1.0,True
1,85,20260311,20.950984260359895,1,20.950984260359895,1,13.794099912047386,20.950984260359895,1,1,0.0,0.5233997944742441,1.0,True
1,86,20260312,20.95401885464718,1,20.95401885464718,1,13.981900177896023,20.95401885464718,1,1,5.684341886080802e-14,1.2162001803517342,1.0,True
1,87,20260313,20.94754186505175,1,20.94754186505175,1,13.087400002405047,20.94754186505175,1,1,-5.684341886080802e-14,1.142800087109208,1.0,True
1,88,20260314,20.94938101103465,1,20.94938101103465,1,14.032100094482303,20.94938101103465,1,1,0.0,0.5914999637752771,1.0,True
1,89,20260315,20.948910616834215,1,20.948910616834215,1,13.775700004771352,20.948910616834215,1,1,0.0,0.5049000028520823,1.0,True
1,90,20260316,20.944625657457795,1,20.944625657457795,1,13.962100027129054,20.944625657457795,1,1,0.0,0.5101999267935753,1.0,True
1,91,20260317,20.9473336981362,1,20.9473336981362,1,14.593299943953753,20.9473336981362,1,1,0.0,1.0494000744074583,1.0,True
1,92,20260318,20.953407114037613,1,20.953407114037613,1,12.98650004900992,20.953407114037613,1,1,0.0,0.768299913033843,1.0,True
1,93,20260319,20.94311607649847,1,20.94311607649847,1,13.969799969345331,20.94311607649847,1,1,0.0,0.5189001094549894,1.0,True
1,94,20260320,20.953488237855655,1,20.953488237855655,1,14.055199921131134,20.953488237855655,1,1,0.0,0.5917998496443033,1.0,True
1,95,20260321,20.948348761807395,1,20.948348761807395,1,13.725799974054098,20.948348761807395,1,1,0.0,0.5107000470161438,1.0,True
1,96,20260322,20.943219908021906,1,20.943219908021906,1,14.376100152730942,20.943219908021906,1,1,0.0,0.49709994345903397,1.0,True
1,97,20260323,20.943494068241,1,20.943494068241,1,14.107099967077374,20.943494068241,1,1,0.0,0.9975000284612179,1.0,True
1,98,20260324,20.948604551835164,1,20.948604551835164,1,13.695399975404143,20.948604551835164,1,1,0.0,0.53060008212924,1.0,True
1,99,20260325,20.922264397134306,1,20.922264397134306,1,12.799599906429648,20.922264397134306,1,1,0.0,0.5097999237477779,1.0,True
1,100,20260326,20.94247393430334,1,20.94247393430334,1,14.562299940735102,20.94247393430334,1,1,0.0,0.571100041270256,1.0,True
1,101,20260327,20.946731984898065,1,20.946731984898065,1,14.057899825274944,20.946731984898065,1,1,5.684341886080802e-14,0.4897001199424267,1.0,True
1,102,20260328,20.948641320115204,1,20.948641320115204,1,13.54609988629818,20.948641320115204,1,1,-5.684341886080802e-14,0.5783000960946083,1.0,True
1,103,20260329,20.942712529417005,1,20.942712529417005,1,15.0521001778543,20.942712529417005,1,1,0.0,1.0101001244038343,1.0,True
1,104,20260330,20.935536990976477,1,20.935536990976477,1,15.970600070431828,20.935536990976477,1,1,0.0,0.5018000956624746,1.0,True
1,105,20260331,20.942624342587607,1,20.942624342587607,1,14.52750014141202,20.942624342587607,1,1,0.0,0.4724001046270132,1.0,True
1,106,20260332,20.952033534604926,1,20.952033534604926,1,13.266999972984195,20.952033534604926,1,1,0.0,0.39379997178912163,1.0,True
1,107,20260333,20.948879781425994,1,20.948879781425994,1,13.761400012299418,20.948879781425994,1,1,0.0,0.4241999704390764,1.0,True
1,108,20260334,20.94797900889613,1,20.94797900889613,1,13.008000096306205,20.94797900889613,1,1,0.0,0.3869000356644392,1.0,True
1,109,20260335,20.953162541152103,1,20.953162541152103,1,13.73620005324483,20.953162541152103,1,1,0.0,0.39579998701810837,1.0,True
